
16时00分18秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时06分28秒     0         -       760   25.80    0.20    0.00    0.00   26.00     2  |__rnn
16时06分28秒     0         -       761    2.40    0.00    0.00    0.00    2.40     0  |__rnn
16时06分28秒     0         -       805    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时06分28秒     0       759         -    0.40    1.00    0.00    0.00    1.40     0  bm
16时06分28秒     0         -       766    0.00    0.80    0.00    0.00    0.80     0  |__cnn-1
16时06分28秒     0         -       771    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时06分28秒     0         -       773    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时06分28秒     0       788         -    0.20    1.20    0.00    0.00    1.40     0  rbm
16时06分28秒     0         -       791    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分28秒     0         -       801    0.00    0.20    0.00    0.00    0.20     0  |__sae
16时06分28秒     0       812         -    2.60    0.60    0.00    0.00    3.20     0  svm
16时06分28秒     0         -       819    0.20    0.40    0.00    0.00    0.60     0  |__upload_info
16时06分28秒     0         -       825    2.40    0.20    0.00    0.00    2.60     0  |__lsm
16时06分28秒     0       829         -    0.20    0.00    0.00    0.00    0.20     0  vae
16时06分28秒     0         -       945    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时06分28秒     0       840         -    1.60    0.80    0.00    0.00    2.40     0  dae
16时06分28秒     0         -       849    1.60    0.80    0.00    0.00    2.40     0  |__cnn-1
16时06分28秒     0       855         -    5.80    1.60    0.00    0.00    7.40     0  dbn
16时06分28秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时06分28秒     0         -       883    0.40    0.20    0.00    0.00    0.60     0  |__dn
16时06分28秒     0         -       892    2.40    0.20    0.00    0.00    2.60     0  |__aac_encode
16时06分28秒     0         -       893    1.20    0.00    0.00    0.00    1.20     0  |__pcm
16时06分28秒     0         -       895    1.40    0.80    0.00    0.00    2.20     0  |__cnn-1
16时06分28秒     0         -       908    0.20    0.00    0.00    0.00    0.20     0  |__dbn
16时06分28秒     0         -       915    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时06分28秒     0       914         -    0.40    0.60    0.00    0.00    1.00     0  birnn
16时06分28秒     0         -       921    0.00    0.40    0.00    0.00    0.40     0  |__echw
16时06分28秒     0         -       922    0.20    0.00    0.00    0.00    0.20     0  |__esn
16时06分28秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时06分28秒     0       932       932    0.00    0.20    0.00    0.00    0.20     3  (kworker/3:2)__kworker/3:2
16时06分28秒     0      1759         -    0.00    0.20    0.00    0.00    0.20     2  sshd
16时06分28秒     0         -      1759    0.00    0.20    0.00    0.00    0.20     2  |__sshd
16时06分28秒     0      2151         -    0.00    0.20    0.00    0.00    0.20     2  kworker/u8:2
16时06分28秒     0         -      2151    0.00    0.20    0.00    0.00    0.20     2  |__kworker/u8:2
16时06分28秒     0      2366         -    0.20    0.00    0.00    0.00    0.20     0  mpstat
16时06分28秒     0         -      2366    0.20    0.00    0.00    0.00    0.20     0  |__mpstat
16时06分28秒     0      2371         -    0.80    1.00    0.00    0.00    1.80     1  pidstat
16时06分28秒     0         -      2371    0.80    1.00    0.00    0.00    1.80     1  |__pidstat
16时06分28秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     0  top
16时06分28秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     0  |__top

16时06分28秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时06分33秒     0         7         -    0.00    0.20    0.00    0.00    0.20     0  ksoftirqd/0
16时06分33秒     0         8         -    0.00    0.40    0.00    0.00    0.40     0  rcu_preempt
16时06分33秒     0         -         8    0.00    0.20    0.00    0.00    0.20     0  |__rcu_preempt
16时06分33秒     0        30         -    0.00    0.40    0.00    0.00    0.40     0  kworker/0:1
16时06分33秒     0         -        30    0.00    0.40    0.00    0.00    0.40     0  |__kworker/0:1
16时06分33秒     0       114         -    0.00    0.20    0.00    0.00    0.20     2  mmcqd/0
16时06分33秒     0         -       114    0.00    0.20    0.00    0.00    0.20     2  |__mmcqd/0
16时06分33秒     0       329         -    0.00    0.20    0.00    0.00    0.20     3  bopt
16时06分33秒     0         -       329    0.00    0.20    0.00    0.00    0.20     3  |__bopt
16时06分33秒     0       615         -    2.80    2.40    0.00    0.00    5.20     3  resnet50
16时06分33秒     0         -       615    0.00    0.20    0.00    0.00    0.20     3  |__resnet50
16时06分33秒     0         -       701    2.60    2.40    0.00    0.00    5.00     0  |__resnet50-1
16时06分33秒     0       684       684    0.00    0.20    0.00    0.00    0.20     2  (rss)__rss
16时06分33秒     0       691         -    3.40    4.20    0.00    0.00    7.60     2  cnn
16时06分33秒     0         -       693    0.20    0.00    0.00    0.00    0.20     0  |__cnn
16时06分33秒     0         -       694    0.20    0.80    0.00    0.00    1.00     0  |__cnn
16时06分33秒     0         -       705    0.60    0.20    0.00    0.00    0.80     0  |__cnn
16时06分33秒     0         -       706    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时06分33秒     0         -       707    1.00    1.20    0.00    0.00    2.20     0  |__cnn
16时06分33秒     0         -       708    0.60    0.60    0.00    0.00    1.20     0  |__cnn
16时06分33秒     0         -       856    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时06分33秒     0         -       857    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分33秒     0       719         -  150.40    7.60    0.00    0.00  158.00     0  rnn
16时06分33秒     0         -       731    0.60    2.00    0.00    0.00    2.60     0  |__glog
16时06分33秒     0         -       732    0.20    0.00    0.00    0.00    0.20     0  |__fast-rnn
16时06分33秒     0         -       733   10.00    1.00    0.00    0.00   11.00     0  |__cnn-1
16时06分33秒     0         -       735    0.20    0.00    0.00    0.00    0.20     0  |__rbf
16时06分33秒     0         -       736    0.20    0.00    0.00    0.00    0.20     0  |__hn
16时06分33秒     0         -       737    6.40    0.20    0.00    0.00    6.60     1  |__mc
16时06分33秒     0         -       738    2.80    0.40    0.00    0.00    3.20     3  |__fast-rnn
16时06分33秒     0         -       739    7.40    0.40    0.00    0.00    7.80     3  |__fast-rnn
16时06分33秒     0         -       740    4.00    0.20    0.00    0.00    4.20     3  |__fast-rnn
16时06分33秒     0         -       743   10.00    0.60    0.00    0.00   10.60     3  |__fast-rnn
16时06分33秒     0         -       744   11.20    0.40    0.00    0.00   11.60     3  |__fast-rnn
16时06分33秒     0         -       745    8.40    0.40    0.00    0.00    8.80     3  |__fast-rnn
16时06分33秒     0         -       746    9.80    1.00    0.00    0.00   10.80     3  |__fast-rnn
16时06分33秒     0         -       747    3.80    0.00    0.00    0.00    3.80     3  |__fast-rnn
16时06分33秒     0         -       749   40.00    0.00    0.00    0.00   40.00     1  |__rnn
16时06分33秒     0         -       750    8.60    0.20    0.00    0.00    8.80     1  |__rnn
16时06分33秒     0         -       752    0.80    0.20    0.00    0.00    1.00     2  |__rnn
16时06分33秒     0         -       753    0.00    0.20    0.00    0.00    0.20     2  |__rnn
16时06分33秒     0         -       754    0.80    0.00    0.00    0.00    0.80     2  |__rnn
16时06分33秒     0         -       760   22.00    0.20    0.00    0.00   22.20     2  |__rnn
16时06分33秒     0         -       761    2.40    0.20    0.00    0.00    2.60     0  |__rnn
16时06分33秒     0         -       805    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时06分33秒     0         -       811    0.00    0.20    0.00    0.00    0.20     0  |__rbf
16时06分33秒     0       759         -    0.40    1.00    0.00    0.00    1.40     0  bm
16时06分33秒     0         -       766    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分33秒     0         -       767    0.00    0.20    0.00    0.00    0.20     0  |__bm
16时06分33秒     0       788         -    0.40    1.20    0.00    0.00    1.60     0  rbm
16时06分33秒     0         -       791    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分33秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时06分33秒     0       812         -    2.80    0.60    0.00    0.00    3.40     0  svm
16时06分33秒     0         -       819    0.40    0.20    0.00    0.00    0.60     0  |__upload_info
16时06分33秒     0         -       825    2.60    0.20    0.00    0.00    2.80     0  |__lsm
16时06分33秒     0       840         -    1.40    0.80    0.00    0.00    2.20     0  dae
16时06分33秒     0         -       845    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时06分33秒     0         -       849    1.60    0.80    0.00    0.00    2.40     0  |__cnn-1
16时06分33秒     0       855         -    5.80    1.60    0.00    0.00    7.40     0  dbn
16时06分33秒     0         -       883    0.60    0.20    0.00    0.00    0.80     0  |__dn
16时06分33秒     0         -       892    2.60    0.20    0.00    0.00    2.80     0  |__aac_encode
16时06分33秒     0         -       893    1.20    0.20    0.00    0.00    1.40     0  |__pcm
16时06分33秒     0         -       895    1.60    0.80    0.00    0.00    2.40     0  |__cnn-1
16时06分33秒     0         -      3079    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时06分33秒     0       914         -    0.60    0.40    0.00    0.00    1.00     0  birnn
16时06分33秒     0         -       921    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时06分33秒     0         -       922    0.20    0.20    0.00    0.00    0.40     0  |__esn
16时06分33秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时06分33秒     0      2151         -    0.00    0.20    0.00    0.00    0.20     2  kworker/u8:2
16时06分33秒     0         -      2151    0.00    0.20    0.00    0.00    0.20     2  |__kworker/u8:2
16时06分33秒     0      2371         -    0.60    1.20    0.00    0.00    1.80     2  pidstat
16时06分33秒     0         -      2371    0.60    1.20    0.00    0.00    1.80     2  |__pidstat
16时06分33秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     0  top
16时06分33秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     0  |__top

16时06分33秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时06分38秒     0         8         -    0.00    0.20    0.00    0.00    0.20     2  rcu_preempt
16时06分38秒     0         -         8    0.00    0.20    0.00    0.00    0.20     2  |__rcu_preempt
16时06分38秒     0        30         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1
16时06分38秒     0         -        30    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1
16时06分38秒     0        78         -    0.00    0.60    0.00    0.00    0.60     2  kswapd0
16时06分38秒     0         -        78    0.00    0.60    0.00    0.00    0.60     2  |__kswapd0
16时06分38秒     0       112         -    0.00    0.20    0.00    0.00    0.20     2  kworker/2:2
16时06分38秒     0         -       112    0.00    0.20    0.00    0.00    0.20     2  |__kworker/2:2
16时06分38秒     0       114         -    0.00    0.20    0.00    0.00    0.20     2  mmcqd/0
16时06分38秒     0         -       114    0.00    0.20    0.00    0.00    0.20     2  |__mmcqd/0
16时06分38秒     0       329         -    0.00    0.20    0.00    0.00    0.20     2  bopt
16时06分38秒     0         -       329    0.00    0.20    0.00    0.00    0.20     2  |__bopt
16时06分38秒     0       465         -    0.00    0.20    0.00    0.00    0.20     2  jbd2/mmcblk0p10
16时06分38秒     0         -       465    0.00    0.20    0.00    0.00    0.20     2  |__jbd2/mmcblk0p10
16时06分38秒     0       615         -    2.80    2.80    0.00    0.00    5.60     2  resnet50
16时06分38秒     0         -       701    3.00    2.80    0.00    0.00    5.80     0  |__resnet50-1
16时06分38秒     0       636       636    0.00    0.20    0.00    0.00    0.20     0  (statusd)__statusd
16时06分38秒     0       691         -    3.60    4.20    0.00    0.00    7.80     0  cnn
16时06分38秒     0         -       692    0.00    0.20    0.00    0.00    0.20     2  |__glog
16时06分38秒     0         -       693    0.20    0.20    0.00    0.00    0.40     0  |__cnn
16时06分38秒     0         -       694    0.00    0.60    0.00    0.00    0.60     0  |__cnn
16时06分38秒     0         -       705    0.60    0.60    0.00    0.00    1.20     0  |__cnn
16时06分38秒     0         -       706    0.20    0.40    0.00    0.00    0.60     0  |__cnn
16时06分38秒     0         -       707    1.20    1.20    0.00    0.00    2.40     0  |__cnn
16时06分38秒     0         -       708    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时06分38秒     0         -       856    0.60    0.00    0.00    0.00    0.60     0  |__cnn
16时06分38秒     0         -       857    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分38秒     0       719         -  158.80    7.40    0.00    0.00  166.20     3  rnn
16时06分38秒     0         -       731    0.60    1.40    0.00    0.00    2.00     0  |__glog
16时06分38秒     0         -       732    0.20    0.20    0.00    0.00    0.40     0  |__fast-rnn
16时06分38秒     0         -       733   10.20    1.20    0.00    0.00   11.40     3  |__cnn-1
16时06分38秒     0         -       737    6.20    0.20    0.00    0.00    6.40     1  |__mc
16时06分38秒     0         -       738    2.60    0.40    0.00    0.00    3.00     3  |__fast-rnn
16时06分38秒     0         -       739    7.60    0.00    0.00    0.00    7.60     3  |__fast-rnn
16时06分38秒     0         -       740    4.20    0.20    0.00    0.00    4.40     3  |__fast-rnn
16时06分38秒     0         -       741    0.40    0.00    0.00    0.00    0.40     3  |__fast-rnn
16时06分38秒     0         -       743   14.80    0.40    0.00    0.00   15.20     3  |__fast-rnn
16时06分38秒     0         -       744   11.20    0.40    0.00    0.00   11.60     3  |__fast-rnn
16时06分38秒     0         -       745    8.40    0.40    0.00    0.00    8.80     3  |__fast-rnn
16时06分38秒     0         -       746    7.00    0.80    0.00    0.00    7.80     3  |__fast-rnn
16时06分38秒     0         -       747    4.20    0.20    0.00    0.00    4.40     3  |__fast-rnn
16时06分38秒     0         -       748    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时06分38秒     0         -       749   46.80    0.20    0.00    0.00   47.00     1  |__rnn
16时06分38秒     0         -       750    1.40    0.00    0.00    0.00    1.40     1  |__rnn
16时06分38秒     0         -       752    3.40    0.80    0.00    0.00    4.20     2  |__rnn
16时06分38秒     0         -       753    0.00    0.40    0.00    0.00    0.40     2  |__rnn
16时06分38秒     0         -       754    1.00    0.00    0.00    0.00    1.00     2  |__rnn
16时06分38秒     0         -       760   25.60    0.40    0.00    0.00   26.00     2  |__rnn
16时06分38秒     0         -       761    2.20    0.20    0.00    0.00    2.40     0  |__rnn
16时06分38秒     0         -       805    0.20    0.00    0.00    0.00    0.20     2  |__rnn
16时06分38秒     0       759         -    0.40    0.80    0.00    0.00    1.20     0  bm
16时06分38秒     0         -       766    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分38秒     0         -       768    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时06分38秒     0         -       773    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时06分38秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时06分38秒     0         -       791    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时06分38秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时06分38秒     0       812         -    3.60    0.80    0.00    0.00    4.40     0  svm
16时06分38秒     0         -       819    0.00    0.20    0.00    0.00    0.20     0  |__upload_info
16时06分38秒     0         -       823    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时06分38秒     0         -       825    2.40    0.40    0.00    0.00    2.80     0  |__lsm
16时06分38秒     0         -      3540    0.80    0.00    0.00    0.00    0.80     0  |__svm
16时06分38秒     0       840         -    1.80    1.00    0.00    0.00    2.80     0  dae
16时06分38秒     0         -       845    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时06分38秒     0         -       849    1.60    0.60    0.00    0.00    2.20     0  |__cnn-1
16时06分38秒     0       855         -    6.40    2.40    0.00    0.00    8.80     0  dbn
16时06分38秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时06分38秒     0         -       883    0.40    0.00    0.00    0.00    0.40     0  |__dn
16时06分38秒     0         -       892    2.60    0.00    0.00    0.00    2.60     0  |__aac_encode
16时06分38秒     0         -       893    1.20    0.40    0.00    0.00    1.60     0  |__pcm
16时06分38秒     0         -       895    1.40    1.00    0.00    0.00    2.40     0  |__cnn-1
16时06分38秒     0         -       896    0.20    0.40    0.00    0.00    0.60     0  |__lstm
16时06分38秒     0         -      3079    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时06分38秒     0       914         -    1.00    1.20    0.00    0.00    2.20     0  birnn
16时06分38秒     0         -       921    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时06分38秒     0         -       922    0.40    0.00    0.00    0.00    0.40     0  |__esn
16时06分38秒     0         -       923    0.20    0.00    0.00    0.00    0.20     0  |__elm
16时06分38秒     0         -       927    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时06分38秒     0       950         -    0.00    0.20    0.00    0.00    0.20     2  kworker/u8:3
16时06分38秒     0         -       950    0.00    0.20    0.00    0.00    0.20     2  |__kworker/u8:3
16时06分38秒     0      1759         -    0.20    0.00    0.00    0.00    0.20     2  sshd
16时06分38秒     0         -      1759    0.20    0.00    0.00    0.00    0.20     2  |__sshd
16时06分38秒     0      2151         -    0.00    0.20    0.00    0.00    0.20     2  kworker/u8:2
16时06分38秒     0         -      2151    0.00    0.20    0.00    0.00    0.20     2  |__kworker/u8:2
16时06分38秒     0      2371         -    0.60    1.20    0.00    0.00    1.80     3  pidstat
16时06分38秒     0         -      2371    0.60    1.20    0.00    0.00    1.80     3  |__pidstat
16时06分38秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     0  top
16时06分38秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     0  |__top

16时06分38秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时06分43秒     0         7         -    0.00    0.80    0.00    0.00    0.80     0  ksoftirqd/0
16时06分43秒     0         -         7    0.00    0.80    0.00    0.00    0.80     0  |__ksoftirqd/0
16时06分43秒     0         8         -    0.00    0.20    0.00    0.00    0.20     1  rcu_preempt
16时06分43秒     0         -         8    0.00    0.40    0.00    0.00    0.40     1  |__rcu_preempt
16时06分43秒     0         9         9    0.00    0.20    0.00    0.00    0.20     3  (rcu_sched)__rcu_sched
16时06分43秒     0        30         -    0.00    0.40    0.00    0.00    0.40     0  kworker/0:1
16时06分43秒     0         -        30    0.00    0.40    0.00    0.00    0.40     0  |__kworker/0:1
16时06分43秒     0       114         -    0.00    0.20    0.00    0.00    0.20     2  mmcqd/0
16时06分43秒     0         -       114    0.00    0.20    0.00    0.00    0.20     2  |__mmcqd/0
16时06分43秒     0       329         -    0.00    0.20    0.00    0.00    0.20     2  bopt
16时06分43秒     0         -       329    0.00    0.20    0.00    0.00    0.20     2  |__bopt
16时06分43秒     0       615         -    2.60    2.80    0.00    0.00    5.40     0  resnet50
16时06分43秒     0         -       701    2.60    2.60    0.00    0.00    5.20     0  |__resnet50-1
16时06分43秒     0       636         -    0.20    0.20    0.00    0.00    0.40     2  statusd
16时06分43秒     0       691         -    3.60    4.40    0.00    0.00    8.00     2  cnn
16时06分43秒     0         -       691    0.00    0.20    0.00    0.00    0.20     2  |__cnn
16时06分43秒     0         -       693    0.20    0.00    0.00    0.00    0.20     0  |__cnn
16时06分43秒     0         -       694    0.20    0.60    0.00    0.00    0.80     0  |__cnn
16时06分43秒     0         -       705    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时06分43秒     0         -       706    0.20    0.40    0.00    0.00    0.60     0  |__cnn
16时06分43秒     0         -       707    1.00    1.00    0.00    0.00    2.00     0  |__cnn
16时06分43秒     0         -       708    0.80    0.40    0.00    0.00    1.20     0  |__cnn
16时06分43秒     0         -       856    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时06分43秒     0         -       857    0.20    1.00    0.00    0.00    1.20     1  |__cnn-1
16时06分43秒     0       719         -  150.60    7.00    0.00    0.00  157.60     3  rnn
16时06分43秒     0         -       731    0.60    1.40    0.00    0.00    2.00     1  |__glog
16时06分43秒     0         -       732    0.40    0.00    0.00    0.00    0.40     0  |__fast-rnn
16时06分43秒     0         -       733   10.60    1.00    0.00    0.00   11.60     1  |__cnn-1
16时06分43秒     0         -       737    6.80    0.20    0.00    0.00    7.00     1  |__mc
16时06分43秒     0         -       738    3.00    0.00    0.00    0.00    3.00     3  |__fast-rnn
16时06分43秒     0         -       739    7.20    0.20    0.00    0.00    7.40     3  |__fast-rnn
16时06分43秒     0         -       740    4.80    0.00    0.00    0.00    4.80     3  |__fast-rnn
16时06分43秒     0         -       741    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时06分43秒     0         -       743   17.40    0.40    0.00    0.00   17.80     3  |__fast-rnn
16时06分43秒     0         -       744   10.00    0.40    0.00    0.00   10.40     3  |__fast-rnn
16时06分43秒     0         -       745    7.40    0.40    0.00    0.00    7.80     3  |__fast-rnn
16时06分43秒     0         -       746    9.00    0.80    0.00    0.00    9.80     3  |__fast-rnn
16时06分43秒     0         -       747    3.40    0.40    0.00    0.00    3.80     3  |__fast-rnn
16时06分43秒     0         -       748    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时06分43秒     0         -       749   43.20    0.20    0.00    0.00   43.40     1  |__rnn
16时06分43秒     0         -       750    0.20    0.00    0.00    0.00    0.20     1  |__rnn
16时06分43秒     0         -       752    1.20    0.00    0.00    0.00    1.20     2  |__rnn
16时06分43秒     0         -       753    0.20    0.40    0.00    0.00    0.60     2  |__rnn
16时06分43秒     0         -       754    0.80    0.20    0.00    0.00    1.00     2  |__rnn
16时06分43秒     0         -       760   21.20    0.20    0.00    0.00   21.40     2  |__rnn
16时06分43秒     0         -       761    2.20    0.20    0.00    0.00    2.40     0  |__rnn
16时06分43秒     0         -       805    0.40    0.20    0.00    0.00    0.60     2  |__rnn
16时06分43秒     0       759         -    0.20    1.20    0.00    0.00    1.40     0  bm
16时06分43秒     0         -       766    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时06分43秒     0         -       830    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时06分43秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时06分43秒     0         -       791    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时06分43秒     0         -       793    0.00    0.20    0.00    0.00    0.20     0  |__rbm
16时06分43秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时06分43秒     0       812         -    4.00    1.60    0.00    0.00    5.60     0  svm
16时06分43秒     0         -       819    0.20    0.40    0.00    0.00    0.60     0  |__upload_info
16时06分43秒     0         -       825    3.00    0.60    0.00    0.00    3.60     0  |__lsm
16时06分43秒     0       840         -    1.60    0.80    0.00    0.00    2.40     0  dae
16时06分43秒     0         -       849    1.60    1.00    0.00    0.00    2.60     0  |__cnn-1
16时06分43秒     0       855         -    7.40    3.60    0.00    0.00   11.00     0  dbn
16时06分43秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时06分43秒     0         -       883    0.40    0.40    0.00    0.00    0.80     0  |__dn
16时06分43秒     0         -       888    0.00    0.20    0.00    0.00    0.20     0  |__dcign
16时06分43秒     0         -       892    2.40    0.60    0.00    0.00    3.00     0  |__aac_encode
16时06分43秒     0         -       893    0.80    0.20    0.00    0.00    1.00     0  |__pcm
16时06分43秒     0         -       895    1.60    1.00    0.00    0.00    2.60     0  |__cnn-1
16时06分43秒     0         -       897    1.60    0.40    0.00    0.00    2.00     0  |__gru
16时06分43秒     0         -      3079    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时06分43秒     0       914         -    0.40    0.60    0.00    0.00    1.00     0  birnn
16时06分43秒     0         -       921    0.00    0.40    0.00    0.00    0.40     0  |__echw
16时06分43秒     0         -       922    0.00    0.20    0.00    0.00    0.20     0  |__esn
16时06分43秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时06分43秒     0      2151         -    0.00    0.40    0.00    0.00    0.40     2  kworker/u8:2
16时06分43秒     0         -      2151    0.00    0.40    0.00    0.00    0.40     2  |__kworker/u8:2
16时06分43秒     0      2371         -    0.60    1.20    0.00    0.00    1.80     0  pidstat
16时06分43秒     0         -      2371    0.60    1.20    0.00    0.00    1.80     0  |__pidstat
16时06分43秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     0  top
16时06分43秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     0  |__top

16时06分43秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时06分48秒     0         8         -    0.00    0.20    0.00    0.00    0.20     3  rcu_preempt
16时06分48秒     0         -         8    0.00    0.20    0.00    0.00    0.20     3  |__rcu_preempt
16时06分48秒     0         9         -    0.00    0.20    0.00    0.00    0.20     3  rcu_sched
16时06分48秒     0        30         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1
16时06分48秒     0         -        30    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1
16时06分48秒     0       112         -    0.00    0.20    0.00    0.00    0.20     2  kworker/2:2
16时06分48秒     0         -       112    0.00    0.20    0.00    0.00    0.20     2  |__kworker/2:2
16时06分48秒     0       114         -    0.00    0.40    0.00    0.00    0.40     2  mmcqd/0
16时06分48秒     0         -       114    0.00    0.40    0.00    0.00    0.40     2  |__mmcqd/0
16时06分48秒     0       329         -    0.00    0.40    0.00    0.00    0.40     2  bopt
16时06分48秒     0         -       329    0.00    0.40    0.00    0.00    0.40     2  |__bopt
16时06分48秒     0       615         -    2.80    2.60    0.00    0.00    5.40     3  resnet50
16时06分48秒     0         -       701    2.60    2.60    0.00    0.00    5.20     2  |__resnet50-1
16时06分48秒     0       636         -    0.00    0.20    0.00    0.00    0.20     2  statusd
16时06分48秒     0         -       636    0.00    0.20    0.00    0.00    0.20     2  |__statusd
16时06分48秒     0       691         -    2.80    4.80    0.00    0.00    7.60     3  cnn
16时06分48秒     0         -       691    0.20    0.00    0.00    0.00    0.20     3  |__cnn
16时06分48秒     0         -       693    0.20    0.00    0.00    0.00    0.20     0  |__cnn
16时06分48秒     0         -       694    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时06分48秒     0         -       705    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时06分48秒     0         -       706    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时06分48秒     0         -       707    0.60    1.40    0.00    0.00    2.00     0  |__cnn
16时06分48秒     0         -       708    0.40    0.60    0.00    0.00    1.00     0  |__cnn
16时06分48秒     0         -       856    0.40    0.00    0.00    0.00    0.40     0  |__cnn
16时06分48秒     0         -       857    0.00    0.80    0.00    0.00    0.80     2  |__cnn-1
16时06分48秒     0         -       860    0.00    0.20    0.00    0.00    0.20     2  |__cnn
16时06分48秒     0       719         -  150.20    7.00    0.00    0.00  157.20     2  rnn
16时06分48秒     0         -       731    0.80    1.40    0.00    0.00    2.20     1  |__glog
16时06分48秒     0         -       732    0.20    0.20    0.00    0.00    0.40     0  |__fast-rnn
16时06分48秒     0         -       733   10.60    1.20    0.00    0.00   11.80     2  |__cnn-1
16时06分48秒     0         -       737    6.40    0.20    0.00    0.00    6.60     1  |__mc
16时06分48秒     0         -       738    3.20    0.40    0.00    0.00    3.60     3  |__fast-rnn
16时06分48秒     0         -       739    7.40    0.20    0.00    0.00    7.60     3  |__fast-rnn
16时06分48秒     0         -       740    4.60    0.20    0.00    0.00    4.80     3  |__fast-rnn
16时06分48秒     0         -       742    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时06分48秒     0         -       743   15.80    0.20    0.00    0.00   16.00     3  |__fast-rnn
16时06分48秒     0         -       744    9.00    0.20    0.00    0.00    9.20     3  |__fast-rnn
16时06分48秒     0         -       745    8.00    0.20    0.00    0.00    8.20     3  |__fast-rnn
16时06分48秒     0         -       746    9.00    1.00    0.00    0.00   10.00     3  |__fast-rnn
16时06分48秒     0         -       747    4.00    0.00    0.00    0.00    4.00     3  |__fast-rnn
16时06分48秒     0         -       748    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
