16时00分16秒,cpu,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%idle
16时20分16秒,2,31.98,0.00,5.30,0.20,0.00,0.00,0.00,0.00,62.53
16时20分16秒,3,49.19,0.00,5.44,0.00,0.00,0.00,0.00,0.00,45.36
16时20分21秒,all,36.46,0.00,5.71,0.00,0.00,0.20,0.00,0.00,57.62
16时20分21秒,0,19.25,0.00,12.76,0.00,0.00,1.05,0.00,0.00,66.95
16时20分21秒,1,37.15,0.00,0.40,0.00,0.00,0.00,0.00,0.00,62.45
16时20分21秒,2,36.79,0.00,5.69,0.00,0.00,0.00,0.00,0.00,57.52
16时20分21秒,3,52.02,0.00,4.44,0.00,0.00,0.00,0.00,0.00,43.55
16时20分26秒,all,36.28,0.00,5.74,0.05,0.00,0.25,0.00,0.00,57.67
16时20分26秒,0,19.42,0.00,13.57,0.00,0.00,1.04,0.00,0.00,65.97
16时20分26秒,1,46.59,0.00,0.80,0.00,0.00,0.00,0.00,0.00,52.61
16时20分26秒,2,30.83,0.00,4.26,0.20,0.00,0.00,0.00,0.00,64.71
16时20分26秒,3,47.58,0.00,4.44,0.00,0.00,0.00,0.00,0.00,47.98
16时20分31秒,all,36.21,0.00,5.61,0.00,0.00,0.20,0.00,0.00,57.98
16时20分31秒,0,18.41,0.00,12.76,0.00,0.00,0.84,0.00,0.00,67.99
16时20分31秒,1,44.47,0.00,0.40,0.00,0.00,0.00,0.00,0.00,55.13
16时20分31秒,2,31.08,0.00,5.32,0.00,0.00,0.00,0.00,0.00,63.60
16时20分31秒,3,50.20,0.00,4.23,0.00,0.00,0.00,0.00,0.00,45.56
16时20分36秒,all,41.12,0.00,6.01,0.00,0.00,0.25,0.00,0.00,52.62
16时20分36秒,0,19.62,0.00,13.15,0.00,0.00,1.04,0.00,0.00,66.18
16时20分36秒,1,58.72,0.00,1.00,0.00,0.00,0.00,0.00,0.00,40.28
16时20分36秒,2,37.47,0.00,5.50,0.00,0.00,0.00,0.00,0.00,57.03
16时20分36秒,3,47.59,0.00,4.82,0.00,0.00,0.00,0.00,0.00,47.59
16时20分41秒,all,35.64,0.00,6.16,0.05,0.00,0.66,0.00,0.00,57.48
16时20分41秒,0,19.92,0.00,14.26,0.00,0.00,2.73,0.00,0.00,63.10
16时20分41秒,1,40.56,0.00,0.80,0.00,0.00,0.00,0.00,0.00,58.63
16时20分41秒,2,34.08,0.00,5.88,0.20,0.00,0.00,0.00,0.00,59.84
16时20分41秒,3,47.38,0.00,4.03,0.00,0.00,0.00,0.00,0.00,48.59
16时20分46秒,all,39.21,0.00,5.91,0.76,0.00,0.81,0.00,0.00,53.31
16时20分46秒,0,21.17,0.00,13.42,2.73,0.00,3.35,0.00,0.00,59.33
16时20分46秒,1,50.40,0.00,0.80,0.00,0.00,0.00,0.00,0.00,48.80
16时20分46秒,2,36.71,0.00,6.49,0.41,0.00,0.00,0.00,0.00,56.39
16时20分46秒,3,47.98,0.00,3.23,0.00,0.00,0.00,0.00,0.00,48.79
16时20分51秒,all,36.66,0.00,5.86,0.05,0.00,0.31,0.00,0.00,57.13
16时20分51秒,0,18.64,0.00,13.14,0.00,0.00,1.06,0.00,0.00,67.16
16时20分51秒,1,48.39,0.00,0.80,0.00,0.00,0.00,0.00,0.00,50.80
16时20分51秒,2,32.11,0.00,5.69,0.20,0.00,0.00,0.00,0.00,61.99
16时20分51秒,3,46.29,0.00,4.01,0.00,0.00,0.00,0.00,0.00,49.70
16时20分56秒,all,39.78,0.00,5.61,0.05,0.00,0.31,0.00,0.00,54.26
16时20分56秒,0,21.26,0.00,13.26,0.00,0.00,1.47,0.00,0.00,64.00
16时20分56秒,1,49.20,0.00,0.60,0.00,0.00,0.00,0.00,0.00,50.20
16时20分56秒,2,37.20,0.00,4.88,0.20,0.00,0.00,0.00,0.00,57.72
16时20分56秒,3,50.50,0.00,4.02,0.00,0.00,0.00,0.00,0.00,45.47
16时21分01秒,all,35.73,0.00,6.43,3.27,0.00,0.31,0.00,0.00,54.26
16时21分01秒,0,17.12,0.00,14.38,13.32,0.00,1.27,0.00,0.00,53.91
16时21分01秒,1,43.57,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.42
16时21分01秒,2,33.47,0.00,6.69,0.00,0.00,0.00,0.00,0.00,59.84
16时21分01秒,3,48.08,0.00,4.24,0.00,0.00,0.00,0.00,0.00,47.68
16时21分06秒,all,47.86,0.00,7.94,13.80,0.00,0.31,0.00,0.00,30.09
16时21分06秒,0,23.01,0.00,19.04,56.69,0.00,1.26,0.00,0.00,0.00
16时21分06秒,1,71.74,0.00,0.80,0.00,0.00,0.00,0.00,0.00,27.45
16时21分06秒,2,38.66,0.00,7.29,0.20,0.00,0.00,0.00,0.00,53.85
16时21分06秒,3,56.88,0.00,5.06,0.00,0.00,0.00,0.00,0.00,38.06
16时21分11秒,all,51.09,0.00,8.50,13.38,0.00,0.41,0.00,0.00,26.62
16时21分11秒,0,22.18,0.00,19.67,55.02,0.00,1.67,0.00,0.00,1.46
16时21分11秒,1,73.69,0.00,0.60,0.00,0.00,0.00,0.00,0.00,25.70
16时21分11秒,2,39.76,0.00,9.13,0.00,0.00,0.00,0.00,0.00,51.12
16时21分11秒,3,67.34,0.00,5.04,0.00,0.00,0.00,0.00,0.00,27.62
16时21分16秒,all,45.06,0.00,5.76,0.05,0.00,0.25,0.00,0.00,48.88
16时21分16秒,0,21.05,0.00,11.79,0.00,0.00,1.05,0.00,0.00,66.11
16时21分16秒,1,58.43,0.00,0.80,0.00,0.00,0.00,0.00,0.00,40.76
16时21分16秒,2,32.32,0.00,6.50,0.20,0.00,0.00,0.00,0.00,60.98
16时21分16秒,3,67.40,0.00,4.02,0.00,0.00,0.00,0.00,0.00,28.57
16时21分21秒,all,45.95,0.00,5.76,1.02,0.00,0.25,0.00,0.00,47.02
16时21分21秒,0,20.50,0.00,12.13,0.00,0.00,1.05,0.00,0.00,66.32
16时21分21秒,1,61.90,0.00,1.21,0.00,0.00,0.00,0.00,0.00,36.90
16时21分21秒,2,36.20,0.00,6.54,3.89,0.00,0.00,0.00,0.00,53.37
16时21分21秒,3,64.06,0.00,3.61,0.00,0.00,0.00,0.00,0.00,32.33
16时21分26秒,all,45.72,0.00,5.86,0.00,0.00,0.31,0.00,0.00,48.11
16时21分26秒,0,21.89,0.00,13.47,0.00,0.00,1.05,0.00,0.00,63.58
16时21分26秒,1,57.43,0.00,0.60,0.00,0.00,0.00,0.00,0.00,41.97
16时21分26秒,2,38.62,0.00,5.08,0.20,0.00,0.00,0.00,0.00,56.10
16时21分26秒,3,64.06,0.00,4.22,0.00,0.00,0.00,0.00,0.00,31.73
16时21分31秒,all,37.48,0.00,5.41,0.00,0.00,0.20,0.00,0.00,56.91
16时21分31秒,0,17.68,0.00,11.58,0.00,0.00,1.05,0.00,0.00,69.68
16时21分31秒,1,40.88,0.00,0.80,0.00,0.00,0.00,0.00,0.00,58.32
16时21分31秒,2,32.59,0.00,5.50,0.00,0.00,0.00,0.00,0.00,61.91
16时21分31秒,3,57.55,0.00,4.23,0.00,0.00,0.00,0.00,0.00,38.23
16时21分36秒,all,38.74,0.00,5.82,0.00,0.00,0.31,0.00,0.00,55.13
16时21分36秒,0,19.41,0.00,13.71,0.00,0.00,1.27,0.00,0.00,65.61
16时21分36秒,1,40.52,0.00,1.01,0.00,0.00,0.00,0.00,0.00,58.47
16时21分36秒,2,36.20,0.00,4.09,0.00,0.00,0.00,0.00,0.00,59.71
16时21分36秒,3,57.75,0.00,4.83,0.00,0.00,0.00,0.00,0.00,37.42
16时21分41秒,all,37.30,0.00,5.61,0.05,0.00,0.26,0.00,0.00,56.79
16时21分41秒,0,18.74,0.00,12.42,0.00,0.00,1.05,0.00,0.00,67.79
16时21分41秒,1,38.55,0.00,0.80,0.00,0.00,0.00,0.00,0.00,60.64
16时21分41秒,2,34.42,0.00,5.70,0.00,0.00,0.00,0.00,0.00,59.88
16时21分41秒,3,56.83,0.00,3.82,0.00,0.00,0.00,0.00,0.00,39.36
16时21分46秒,all,42.26,0.00,5.96,0.00,0.00,0.25,0.00,0.00,51.53
16时21分46秒,0,18.58,0.00,13.36,0.00,0.00,1.04,0.00,0.00,67.01
16时21分46秒,1,52.92,0.00,0.60,0.00,0.00,0.00,0.00,0.00,46.48
16时21分46秒,2,36.92,0.00,6.29,0.20,0.00,0.00,0.00,0.00,56.59
16时21分46秒,3,59.44,0.00,4.02,0.00,0.00,0.00,0.00,0.00,36.55
16时21分51秒,all,43.53,0.00,6.32,0.10,0.00,0.36,0.00,0.00,49.69
16时21分51秒,0,20.80,0.00,14.92,0.00,0.00,1.26,0.00,0.00,63.03
16时21分51秒,1,58.84,0.00,0.80,0.00,0.00,0.00,0.00,0.00,40.36
16时21分51秒,2,33.40,0.00,5.70,0.41,0.00,0.00,0.00,0.00,60.49
16时21分51秒,3,60.32,0.00,4.05,0.00,0.00,0.00,0.00,0.00,35.63
16时21分56秒,all,44.80,0.00,6.33,0.10,0.00,0.41,0.00,0.00,48.37
16时21分56秒,0,21.85,0.00,13.87,0.00,0.00,1.89,0.00,0.00,62.39
16时21分56秒,1,60.56,0.00,0.80,0.00,0.00,0.00,0.00,0.00,38.63
16时21分56秒,2,32.04,0.00,6.73,0.20,0.00,0.00,0.00,0.00,61.02
16时21分56秒,3,63.45,0.00,4.42,0.00,0.00,0.00,0.00,0.00,32.13
16时22分01秒,all,47.53,0.00,7.49,2.34,0.00,0.36,0.00,0.00,42.28
16时22分01秒,0,22.78,0.00,17.09,9.70,0.00,1.27,0.00,0.00,49.16
16时22分01秒,1,62.37,0.00,0.40,0.00,0.00,0.00,0.00,0.00,37.22
16时22分01秒,2,39.84,0.00,7.11,0.00,0.00,0.00,0.00,0.00,53.05
16时22分01秒,3,64.24,0.00,5.45,0.00,0.00,0.00,0.00,0.00,30.30
16时22分06秒,all,38.19,0.00,8.11,13.92,0.00,0.31,0.00,0.00,39.47
16时22分06秒,0,22.38,0.00,19.46,56.69,0.00,1.46,0.00,0.00,0.00
16时22分06秒,1,41.05,0.00,1.01,0.00,0.00,0.00,0.00,0.00,57.95
16时22分06秒,2,32.99,0.00,6.31,0.41,0.00,0.00,0.00,0.00,60.29
16时22分06秒,3,55.42,0.00,6.22,0.00,0.00,0.00,0.00,0.00,38.35
16时22分11秒,all,46.30,0.00,6.95,7.82,0.00,0.36,0.00,0.00,38.58
16时22分11秒,0,23.00,0.00,16.24,9.07,0.00,1.48,0.00,0.00,50.21
16时22分11秒,1,60.32,0.00,0.60,0.00,0.00,0.00,0.00,0.00,39.08
16时22分11秒,2,38.65,0.00,6.13,22.49,0.00,0.00,0.00,0.00,32.72
16时22分11秒,3,62.30,0.00,5.24,0.00,0.00,0.00,0.00,0.00,32.46
16时22分16秒,all,40.09,0.00,5.92,0.00,0.00,0.26,0.00,0.00,53.73
16时22分16秒,0,17.72,0.00,12.66,0.00,0.00,1.05,0.00,0.00,68.57
16时22分16秒,1,52.11,0.00,1.21,0.00,0.00,0.00,0.00,0.00,46.68
16时22分16秒,2,32.72,0.00,5.93,0.00,0.00,0.00,0.00,0.00,61.35
16时22分16秒,3,56.22,0.00,4.62,0.00,0.00,0.00,0.00,0.00,39.16
16时22分21秒,all,45.71,0.00,5.92,0.56,0.00,0.31,0.00,0.00,47.50
16时22分21秒,0,22.57,0.00,12.87,0.21,0.00,1.05,0.00,0.00,63.29
16时22分21秒,1,66.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,33.00
16时22分21秒,2,39.55,0.00,6.35,1.84,0.00,0.00,0.00,0.00,52.25
16时22分21秒,3,53.52,0.00,3.82,0.00,0.00,0.00,0.00,0.00,42.66
16时22分26秒,all,44.26,0.00,5.71,0.05,0.00,0.31,0.00,0.00,49.67
16时22分26秒,0,21.89,0.00,12.63,0.00,0.00,1.26,0.00,0.00,64.21
16时22分26秒,1,65.73,0.00,0.80,0.00,0.00,0.00,0.00,0.00,33.47
16时22分26秒,2,32.93,0.00,6.30,0.20,0.00,0.00,0.00,0.00,60.57
16时22分26秒,3,55.35,0.00,3.43,0.00,0.00,0.00,0.00,0.00,41.21
16时22分31秒,all,47.45,0.00,6.17,0.05,0.00,0.31,0.00,0.00,46.02
16时22分31秒,0,24.00,0.00,14.32,0.00,0.00,1.26,0.00,0.00,60.42
16时22分31秒,1,64.66,0.00,0.80,0.00,0.00,0.00,0.00,0.00,34.54
16时22分31秒,2,40.53,0.00,5.30,0.41,0.00,0.00,0.00,0.00,53.77
16时22分31秒,3,59.27,0.00,4.64,0.00,0.00,0.00,0.00,0.00,36.09
16时22分36秒,all,46.48,0.00,6.27,0.10,0.00,0.36,0.00,0.00,46.79
16时22分36秒,0,34.44,0.00,14.32,0.00,0.00,1.66,0.00,0.00,49.59
16时22分36秒,1,61.24,0.00,1.00,0.00,0.00,0.00,0.00,0.00,37.75
16时22分36秒,2,35.73,0.00,6.16,0.21,0.00,0.00,0.00,0.00,57.91
16时22分36秒,3,53.83,0.00,4.03,0.00,0.00,0.00,0.00,0.00,42.14
16时22分41秒,all,41.58,0.00,5.66,0.00,0.00,0.41,0.00,0.00,52.35
16时22分41秒,0,21.10,0.00,13.08,0.00,0.00,1.48,0.00,0.00,64.35
16时22分41秒,1,51.90,0.00,0.40,0.20,0.00,0.00,0.00,0.00,47.49
16时22分41秒,2,37.20,0.00,4.67,0.20,0.00,0.00,0.00,0.00,57.93
16时22分41秒,3,55.24,0.00,4.64,0.00,0.00,0.00,0.00,0.00,40.12
16时22分46秒,all,43.55,0.00,6.45,0.00,0.00,0.46,0.00,0.00,49.54
16时22分46秒,0,22.96,0.00,13.36,0.00,0.00,1.88,0.00,0.00,61.80
16时22分46秒,1,60.44,0.00,0.40,0.00,0.00,0.00,0.00,0.00,39.16
16时22分46秒,2,32.12,0.00,7.68,0.00,0.00,0.00,0.00,0.00,60.20
16时22分46秒,3,57.66,0.00,4.84,0.00,0.00,0.00,0.00,0.00,37.50
16时22分51秒,all,45.37,0.00,7.08,0.10,0.00,0.40,0.00,0.00,47.04
16时22分51秒,0,25.00,0.00,14.26,0.41,0.00,1.86,0.00,0.00,58.47
16时22分51秒,1,61.04,0.00,0.40,0.00,0.00,0.00,0.00,0.00,38.55
16时22分51秒,2,38.55,0.00,8.84,0.00,0.00,0.00,0.00,0.00,52.61
16时22分51秒,3,56.34,0.00,5.03,0.00,0.00,0.00,0.00,0.00,38.63
16时22分56秒,all,39.49,0.00,6.29,0.05,0.00,0.36,0.00,0.00,53.81
16时22分56秒,0,21.78,0.00,13.49,0.21,0.00,1.45,0.00,0.00,63.07
16时22分56秒,1,51.61,0.00,0.40,0.00,0.00,0.00,0.00,0.00,47.99
16时22分56秒,2,33.54,0.00,6.91,0.00,0.00,0.00,0.00,0.00,59.55
16时22分56秒,3,50.50,0.00,4.41,0.00,0.00,0.00,0.00,0.00,45.09
16时23分01秒,all,40.83,0.00,7.02,3.03,0.00,0.51,0.00,0.00,48.61
16时23分01秒,0,25.57,0.00,15.67,12.37,0.00,1.86,0.00,0.00,44.54
16时23分01秒,1,44.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.00
16时23分01秒,2,41.01,0.00,5.86,0.00,0.00,0.00,0.00,0.00,53.13
16时23分01秒,3,52.30,0.00,5.81,0.00,0.00,0.00,0.00,0.00,41.88
16时23分06秒,all,41.70,0.00,8.33,13.51,0.00,0.41,0.00,0.00,36.06
16时23分06秒,0,22.98,0.00,20.29,55.07,0.00,1.66,0.00,0.00,0.00
16时23分06秒,1,52.11,0.00,0.60,0.00,0.00,0.00,0.00,0.00,47.28
16时23分06秒,2,34.48,0.00,6.69,0.00,0.00,0.00,0.00,0.00,58.82
16时23分06秒,3,56.65,0.00,6.25,0.00,0.00,0.00,0.00,0.00,37.10
16时23分11秒,all,44.65,0.00,8.15,12.02,0.00,0.46,0.00,0.00,34.73
16时23分11秒,0,24.38,0.00,20.21,49.17,0.00,1.88,0.00,0.00,4.38
16时23分11秒,1,59.32,0.00,0.40,0.00,0.00,0.00,0.00,0.00,40.28
16时23分11秒,2,35.38,0.00,7.98,0.00,0.00,0.00,0.00,0.00,56.65
16时23分11秒,3,58.67,0.00,4.44,0.00,0.00,0.00,0.00,0.00,36.90
16时23分16秒,all,46.42,0.00,6.85,0.05,0.00,0.41,0.00,0.00,46.27
16时23分16秒,0,25.05,0.00,15.32,0.21,0.00,1.66,0.00,0.00,57.76
16时23分16秒,1,57.55,0.00,0.60,0.00,0.00,0.00,0.00,0.00,41.85
16时23分16秒,2,40.24,0.00,6.50,0.00,0.00,0.00,0.00,0.00,53.25
16时23分16秒,3,62.37,0.00,5.03,0.00,0.00,0.00,0.00,0.00,32.60
16时23分21秒,all,46.31,0.00,6.31,3.21,0.00,0.36,0.00,0.00,43.82
16时23分21秒,0,22.50,0.00,13.96,0.42,0.00,1.46,0.00,0.00,61.67
16时23分21秒,1,56.83,0.00,0.60,0.00,0.00,0.00,0.00,0.00,42.57
16时23分21秒,2,36.53,0.00,6.94,12.24,0.00,0.00,0.00,0.00,44.29
16时23分21秒,3,68.27,0.00,4.42,0.00,0.00,0.00,0.00,0.00,27.31
16时23分26秒,all,47.86,0.00,6.31,0.05,0.00,0.36,0.00,0.00,45.42
16时23分26秒,0,21.71,0.00,15.87,0.21,0.00,1.46,0.00,0.00,60.75
16时23分26秒,1,69.14,0.00,0.80,0.00,0.00,0.00,0.00,0.00,30.06
16时23分26秒,2,42.16,0.00,5.50,0.00,0.00,0.00,0.00,0.00,52.34
16时23分26秒,3,57.37,0.00,3.23,0.00,0.00,0.00,0.00,0.00,39.39
16时23分31秒,all,43.06,0.00,6.00,0.00,0.00,0.36,0.00,0.00,50.58
16时23分31秒,0,22.66,0.00,13.72,0.00,0.00,1.46,0.00,0.00,62.16
16时23分31秒,1,57.23,0.00,0.80,0.00,0.00,0.00,0.00,0.00,41.97
16时23分31秒,2,35.17,0.00,5.73,0.00,0.00,0.00,0.00,0.00,59.10
16时23分31秒,3,56.45,0.00,3.83,0.00,0.00,0.00,0.00,0.00,39.72
16时23分36秒,all,45.00,0.00,6.45,0.05,0.00,0.46,0.00,0.00,48.04
16时23分36秒,0,22.93,0.00,14.88,0.21,0.00,1.86,0.00,0.00,60.12
16时23分36秒,1,59.84,0.00,0.80,0.00,0.00,0.00,0.00,0.00,39.36
16时23分36秒,2,39.59,0.00,6.33,0.00,0.00,0.00,0.00,0.00,54.08
16时23分36秒,3,56.83,0.00,4.02,0.00,0.00,0.00,0.00,0.00,39.16
16时23分41秒,all,43.33,0.00,6.29,0.00,0.00,0.36,0.00,0.00,50.03
16时23分41秒,0,21.67,0.00,14.79,0.00,0.00,1.46,0.00,0.00,62.08
16时23分41秒,1,52.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,47.00
16时23分41秒,2,35.90,0.00,5.48,0.00,0.00,0.00,0.00,0.00,58.62
16时23分41秒,3,62.78,0.00,4.43,0.00,0.00,0.00,0.00,0.00,32.80
16时23分46秒,all,39.91,0.00,6.35,0.00,0.00,0.41,0.00,0.00,53.33
16时23分46秒,0,19.54,0.00,14.14,0.21,0.00,1.66,0.00,0.00,64.45
16时23分46秒,1,46.99,0.00,0.80,0.00,0.00,0.00,0.00,0.00,52.21
16时23分46秒,2,35.23,0.00,6.52,0.00,0.00,0.00,0.00,0.00,58.25
16时23分46秒,3,56.71,0.00,4.61,0.00,0.00,0.00,0.00,0.00,38.68
16时23分51秒,all,44.16,0.00,6.40,0.10,0.00,0.36,0.00,0.00,48.98
16时23分51秒,0,20.83,0.00,15.00,0.21,0.00,1.46,0.00,0.00,62.50
16时23分51秒,1,52.61,0.00,1.00,0.00,0.00,0.00,0.00,0.00,46.39
16时23分51秒,2,39.96,0.00,5.27,0.00,0.00,0.20,0.00,0.00,54.56
16时23分51秒,3,62.37,0.00,4.43,0.00,0.00,0.00,0.00,0.00,33.20
16时23分56秒,all,42.27,0.00,6.41,0.05,0.00,0.36,0.00,0.00,50.92
16时23分56秒,0,24.27,0.00,14.23,0.00,0.00,1.46,0.00,0.00,60.04
16时23分56秒,1,53.01,0.00,0.60,0.00,0.00,0.00,0.00,0.00,46.39
16时23分56秒,2,34.35,0.00,6.71,0.20,0.00,0.00,0.00,0.00,58.74
16时23分56秒,3,56.71,0.00,4.61,0.00,0.00,0.00,0.00,0.00,38.68
16时24分01秒,all,40.12,0.00,7.08,3.05,0.00,0.31,0.00,0.00,49.44
16时24分01秒,0,21.34,0.00,16.11,12.76,0.00,1.26,0.00,0.00,48.54
16时24分01秒,1,49.50,0.00,0.40,0.00,0.00,0.00,0.00,0.00,50.10
16时24分01秒,2,35.03,0.00,7.13,0.00,0.00,0.00,0.00,0.00,57.84
16时24分01秒,3,53.63,0.00,4.84,0.00,0.00,0.00,0.00,0.00,41.53
16时24分06秒,all,43.65,0.00,8.03,13.67,0.00,0.46,0.00,0.00,34.20
16时24分06秒,0,23.06,0.00,19.08,56.18,0.00,1.68,0.00,0.00,0.00
16时24分06秒,1,53.61,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.78
16时24分06秒,2,39.76,0.00,7.71,0.00,0.00,0.00,0.00,0.00,52.54
16时24分06秒,3,57.43,0.00,5.22,0.00,0.00,0.00,0.00,0.00,37.35
16时24分11秒,all,41.02,0.00,7.28,8.65,0.00,0.31,0.00,0.00,42.75
16时24分11秒,0,20.04,0.00,17.54,35.28,0.00,1.46,0.00,0.00,25.68
16时24分11秒,1,50.40,0.00,0.80,0.00,0.00,0.00,0.00,0.00,48.80
16时24分11秒,2,33.40,0.00,6.88,0.20,0.00,0.00,0.00,0.00,59.51
16时24分11秒,3,59.39,0.00,4.44,0.00,0.00,0.00,0.00,0.00,36.16
16时24分16秒,all,44.53,0.00,6.05,0.05,0.00,0.36,0.00,0.00,49.01
16时24分16秒,0,21.01,0.00,12.39,0.00,0.00,1.47,0.00,0.00,65.13
16时24分16秒,1,53.82,0.00,1.00,0.00,0.00,0.00,0.00,0.00,45.18
16时24分16秒,2,39.96,0.00,6.49,0.20,0.00,0.00,0.00,0.00,53.35
16时24分16秒,3,62.32,0.00,4.61,0.00,0.00,0.00,0.00,0.00,33.07
16时24分21秒,all,41.80,0.00,6.11,0.00,0.00,0.31,0.00,0.00,51.78
16时24分21秒,0,22.34,0.00,13.57,0.00,0.00,1.25,0.00,0.00,62.84
16时24分21秒,1,48.89,0.00,0.40,0.00,0.00,0.00,0.00,0.00,50.70
16时24分21秒,2,35.83,0.00,6.48,0.20,0.00,0.00,0.00,0.00,57.49
16时24分21秒,3,59.27,0.00,4.23,0.00,0.00,0.00,0.00,0.00,36.49
16时24分26秒,all,42.10,0.00,6.15,0.05,0.00,0.30,0.00,0.00,51.40
16时24分26秒,0,20.46,0.00,13.99,0.00,0.00,1.25,0.00,0.00,64.30
16时24分26秒,1,54.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.00
16时24分26秒,2,35.85,0.00,6.11,0.00,0.00,0.00,0.00,0.00,58.04
16时24分26秒,3,56.83,0.00,4.22,0.00,0.00,0.00,0.00,0.00,38.96
16时24分31秒,all,44.92,0.00,6.20,0.00,0.00,0.30,0.00,0.00,48.58
16时24分31秒,0,21.76,0.00,13.18,0.00,0.00,1.05,0.00,0.00,64.02
16时24分31秒,1,57.43,0.00,1.00,0.00,0.00,0.00,0.00,0.00,41.57
16时24分31秒,2,39.19,0.00,6.46,0.20,0.00,0.00,0.00,0.00,54.14
16时24分31秒,3,60.36,0.00,4.63,0.00,0.00,0.00,0.00,0.00,35.01
16时24分36秒,all,49.80,0.00,6.00,0.00,0.00,0.31,0.00,0.00,43.90
16时24分36秒,0,23.17,0.00,12.73,0.00,0.00,1.25,0.00,0.00,62.84
16时24分36秒,1,74.35,0.00,0.60,0.00,0.00,0.00,0.00,0.00,25.05
16时24分36秒,2,34.96,0.00,7.11,0.00,0.00,0.00,0.00,0.00,57.93
16时24分36秒,3,65.52,0.00,3.63,0.00,0.00,0.00,0.00,0.00,30.85
16时24分41秒,all,46.51,0.00,5.90,0.05,0.00,0.36,0.00,0.00,47.18
16时24分41秒,0,21.76,0.00,13.39,0.00,0.00,1.46,0.00,0.00,63.39
16时24分41秒,1,59.84,0.00,0.60,0.00,0.00,0.00,0.00,0.00,39.56
16时24分41秒,2,42.39,0.00,5.48,0.20,0.00,0.00,0.00,0.00,51.93
16时24分41秒,3,61.17,0.00,4.23,0.20,0.00,0.00,0.00,0.00,34.41
16时24分46秒,all,42.30,0.00,5.96,0.00,0.00,0.25,0.00,0.00,51.48
16时24分46秒,0,22.90,0.00,13.66,0.00,0.00,1.26,0.00,0.00,62.18
16时24分46秒,1,56.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,43.40
16时24分46秒,2,35.71,0.00,6.33,0.00,0.00,0.00,0.00,0.00,57.96
16时24分46秒,3,53.63,0.00,3.63,0.00,0.00,0.00,0.00,0.00,42.74
16时24分51秒,all,43.40,0.00,6.21,0.10,0.00,0.36,0.00,0.00,49.92
16时24分51秒,0,24.16,0.00,14.71,0.00,0.00,1.47,0.00,0.00,59.66
16时24分51秒,1,57.63,0.00,0.60,0.00,0.00,0.00,0.00,0.00,41.77
16时24分51秒,2,34.90,0.00,6.12,0.20,0.00,0.00,0.00,0.00,58.78
16时24分51秒,3,55.62,0.00,3.82,0.00,0.00,0.00,0.00,0.00,40.56
16时24分56秒,all,45.05,0.00,5.77,0.00,0.00,0.36,0.00,0.00,48.83
16时24分56秒,0,20.46,0.00,12.66,0.00,0.00,1.48,0.00,0.00,65.40
16时24分56秒,1,58.43,0.00,0.40,0.00,0.00,0.00,0.00,0.00,41.16
16时24分56秒,2,40.37,0.00,5.53,0.00,0.00,0.00,0.00,0.00,54.10
16时24分56秒,3,59.96,0.00,4.83,0.00,0.00,0.00,0.00,0.00,35.21
16时25分01秒,all,44.89,0.00,7.02,2.60,0.00,0.31,0.00,0.00,45.19
16时25分01秒,0,22.18,0.00,17.36,10.67,0.00,1.26,0.00,0.00,48.54
16时25分01秒,1,61.85,0.00,0.40,0.00,0.00,0.00,0.00,0.00,37.75
16时25分01秒,2,35.76,0.00,6.67,0.00,0.00,0.00,0.00,0.00,57.58
16时25分01秒,3,58.67,0.00,4.03,0.00,0.00,0.00,0.00,0.00,37.30
16时25分06秒,all,42.30,0.00,8.34,12.61,0.00,0.41,0.00,0.00,36.35
16时25分06秒,0,22.76,0.00,20.25,46.97,0.00,1.46,0.00,0.00,8.56
16时25分06秒,1,55.71,0.00,0.80,0.00,0.00,0.00,0.00,0.00,43.49
16时25分06秒,2,34.82,0.00,7.29,0.00,0.00,0.00,0.00,0.00,57.89
16时25分06秒,3,55.33,0.00,5.63,4.63,0.00,0.00,0.00,0.00,34.41
16时25分11秒,all,42.95,0.00,7.15,14.15,0.00,0.36,0.00,0.00,35.39
16时25分11秒,0,21.64,0.00,17.44,58.19,0.00,1.68,0.00,0.00,1.05
16时25分11秒,1,50.40,0.00,0.60,0.00,0.00,0.00,0.00,0.00,49.00
16时25分11秒,2,39.59,0.00,6.33,0.00,0.00,0.00,0.00,0.00,54.08
16时25分11秒,3,59.11,0.00,4.66,0.00,0.00,0.00,0.00,0.00,36.23
16时25分16秒,all,38.74,0.00,5.86,0.00,0.00,0.31,0.00,0.00,55.10
16时25分16秒,0,19.16,0.00,12.84,0.00,0.00,1.05,0.00,0.00,66.95
16时25分16秒,1,46.08,0.00,0.60,0.00,0.00,0.00,0.00,0.00,53.32
16时25分16秒,2,33.40,0.00,5.70,0.20,0.00,0.00,0.00,0.00,60.69
16时25分16秒,3,55.33,0.00,4.63,0.00,0.00,0.00,0.00,0.00,40.04
16时25分21秒,all,47.24,0.00,5.82,0.10,0.00,0.31,0.00,0.00,46.53
